iter	Passed	Remaining
1670	19382	3816
1671	19392	3804
1672	19403	3792
1673	19413	3780
1674	19423	3768
1675	19432	3756
1676	19442	3744
1677	19452	3732
1678	19460	3720
1679	19470	3708
1680	19480	3696
1681	19489	3684
1682	19499	3672
1683	19509	3661
1684	19522	3649
1685	19533	3637
1686	19542	3625
1687	19550	3613
1688	19561	3601
1689	19570	3589
1690	19583	3578
1691	19596	3567
1692	19609	3555
1693	19624	3544
1694	19633	3532
1695	19643	3521
1696	19653	3509
1697	19662	3497
1698	19672	3485
1699	19681	3473
1700	19692	3461
1701	19700	3449
1702	19710	3437
1703	19720	3425
1704	19731	3413
1705	19742	3402
1706	19752	3390
1707	19761	3378
1708	19770	3366
1709	19779	3354
1710	19788	3342
1711	19797	3330
1712	19805	3318
1713	19812	3306
1714	19822	3294
1715	19836	3282
1716	19850	3271
1717	19862	3260
1718	19871	3248
1719	19883	3236
1720	19893	3225
1721	19901	3212
1722	19910	3200
1723	19919	3188
1724	19928	3177
1725	19937	3165
1726	19947	3153
1727	19957	3141
1728	19967	3129
1729	19975	3117
1730	19984	3105
1731	19993	3093
1732	20006	3082
1733	20019	3071
1734	20028	3059
1735	20038	3047
1736	20118	3046
1737	20166	3040
1738	20188	3029
1739	20205	3019
1740	20218	3007
1741	20233	2996
1742	20244	2984
1743	20254	2973
1744	20266	2961
1745	20275	2949
1746	20285	2937
1747	20292	2925
1748	20301	2913
1749	20310	2901
1750	20319	2889
1751	20328	2877
1752	20337	2865
1753	20345	2853
1754	20354	2841
1755	20363	2829
1756	20371	2817
1757	20379	2805
1758	20387	2793
1759	20396	2781
1760	20404	2769
1761	20412	2757
1762	20421	2745
1763	20429	2733
1764	20438	2721
1765	20447	2709
1766	20460	2698
1767	20469	2686
1768	20479	2674
1769	20488	2662
1770	20497	2650
1771	20505	2638
1772	20514	2626
1773	20523	2614
1774	20532	2602
1775	20541	2590
1776	20550	2578
1777	20560	2567
1778	20569	2555
1779	20578	2543
1780	20588	2531
1781	20597	2519
1782	20606	2507
1783	20613	2495
1784	20623	2484
1785	20632	2472
1786	20642	2460
1787	20650	2448
1788	20660	2436
1789	20669	2424
1790	20678	2413
1791	20687	2401
1792	20695	2389
1793	20704	2377
1794	20712	2365
1795	20721	2353
1796	20729	2341
1797	20738	2329
1798	20748	2318
1799	20756	2306
1800	20765	2294
1801	20776	2282
1802	20783	2270
1803	20793	2259
1804	20802	2247
1805	20811	2235
1806	20820	2223
1807	20829	2211
1808	20846	2201
1809	20855	2189
1810	20867	2177
1811	20876	2165
1812	20885	2154
1813	20893	2142
1814	20902	2130
1815	20910	2118
1816	20919	2106
1817	20928	2095
1818	20938	2083
1819	20946	2071
1820	20954	2059
1821	20963	2048
1822	20973	2036
1823	20982	2024
1824	20993	2013
1825	21003	2001
1826	21012	1989
1827	21021	1977
1828	21028	1966
1829	21038	1954
1830	21047	1942
1831	21057	1931
1832	21065	1919
1833	21074	1907
1834	21083	1895
1835	21091	1884
1836	21101	1872
1837	21109	1860
1838	21117	1848
1839	21126	1837
1840	21135	1825
1841	21144	1813
1842	21152	1801
1843	21162	1790
1844	21170	1778
1845	21179	1766
1846	21189	1755
1847	21198	1743
1848	21208	1731
1849	21221	1720
1850	21239	1709
1851	21262	1699
1852	21286	1688
1853	21303	1677
1854	21317	1666
1855	21338	1655
1856	21348	1643
1857	21370	1633
1858	21378	1621
1859	21387	1609
1860	21395	1598
1861	21404	1586
1862	21413	1574
1863	21422	1562
1864	21429	1551
1865	21438	1539
1866	21446	1527
1867	21456	1516
1868	21465	1504
1869	21476	1492
1870	21483	1481
1871	21493	1469
1872	21502	1457
1873	21509	1446
1874	21517	1434
1875	21526	1422
1876	21537	1411
1877	21548	1399
1878	21560	1388
1879	21571	1376
1880	21581	1365
1881	21592	1353
1882	21602	1342
1883	21614	1330
1884	21625	1319
1885	21635	1307
1886	21650	1296
1887	21663	1285
1888	21676	1273
1889	21686	1262
1890	21697	1250
1891	21707	1239
1892	21716	1227
1893	21725	1215
1894	21736	1204
1895	21747	1192
1896	21758	1181
1897	21769	1169
1898	21780	1158
1899	21793	1147
1900	21804	1135
1901	21818	1124
1902	21828	1112
1903	21839	1101
1904	21848	1089
1905	21860	1078
1906	21873	1066
1907	21882	1055
1908	21893	1043
1909	21902	1032
1910	21914	1020
1911	21923	1009
1912	21934	997
1913	21947	986
1914	21956	974
1915	21966	963
1916	21977	951
1917	21991	940
1918	22002	928
1919	22013	917
1920	22024	905
1921	22035	894
1922	22048	882
1923	22058	871
1924	22067	859
1925	22076	848
1926	22086	836
1927	22095	825
1928	22104	813
1929	22113	802
1930	22123	790
1931	22132	778
1932	22141	767
1933	22151	755
1934	22160	744
1935	22171	732
1936	22181	721
1937	22192	709
1938	22201	698
1939	22210	686
1940	22218	675
1941	22227	663
1942	22235	652
1943	22245	640
1944	22252	629
1945	22261	617
1946	22271	606
1947	22280	594
1948	22289	583
1949	22299	571
1950	22307	560
1951	22316	548
1952	22329	537
1953	22343	526
1954	22358	514
1955	22378	503
1956	22397	492
1957	22414	480
1958	22428	469
1959	22445	458
1960	22460	446
1961	22472	435
1962	22483	423
1963	22492	412
1964	22501	400
1965	22510	389
1966	22521	377
1967	22531	366
1968	22539	354
1969	22548	343
1970	22556	331
1971	22565	320
1972	22573	308
1973	22582	297
1974	22591	285
1975	22600	274
1976	22608	263
1977	22617	251
1978	22627	240
1979	22636	228
1980	22644	217
1981	22654	205
1982	22661	194
1983	22670	182
1984	22679	171
1985	22689	159
1986	22698	148
1987	22706	137
1988	22717	125
1989	22725	114
1990	22735	102
1991	22743	91
1992	22753	79
1993	22760	68
1994	22770	57
1995	22777	45
1996	22786	34
1997	22797	22
1998	22804	11
1999	22817	0
