iter	RMSE
1668	18.52424559
1669	18.51603826
1670	18.50436899
1671	18.48801513
1672	18.4769666
1673	18.46221934
1674	18.44886532
1675	18.43678786
1676	18.42864607
1677	18.41618509
1678	18.40229333
1679	18.39337154
1680	18.38137815
1681	18.36603945
1682	18.35936347
1683	18.34802145
1684	18.34113465
1685	18.32783255
1686	18.31457053
1687	18.3090761
1688	18.29901701
1689	18.28170453
1690	18.26445787
1691	18.25650657
1692	18.24573733
1693	18.23310472
1694	18.21910949
1695	18.21066874
1696	18.19964462
1697	18.18924651
1698	18.18366308
1699	18.17343136
1700	18.16079931
1701	18.15371528
1702	18.13672626
1703	18.12773879
1704	18.11837011
1705	18.10980058
1706	18.09653963
1707	18.08026042
1708	18.06900426
1709	18.06037349
1710	18.04909266
1711	18.03859441
1712	18.02679498
1713	18.02212703
1714	18.00767273
1715	17.99763861
1716	17.98322204
1717	17.97781679
1718	17.96838806
1719	17.95455115
1720	17.94582843
1721	17.9312595
1722	17.91850604
1723	17.90821575
1724	17.90072392
1725	17.89533029
1726	17.88874605
1727	17.87822126
1728	17.8690851
1729	17.85996494
1730	17.84459828
1731	17.82613473
1732	17.81913103
1733	17.80970189
1734	17.8010825
1735	17.78989767
1736	17.77155958
1737	17.759545
1738	17.75016893
1739	17.739964
1740	17.7287665
1741	17.71385775
1742	17.70331681
1743	17.69067167
1744	17.68031376
1745	17.67119859
1746	17.65371238
1747	17.63802039
1748	17.62227757
1749	17.6125012
1750	17.60354406
1751	17.59261466
1752	17.58535884
1753	17.57041993
1754	17.56041058
1755	17.54387302
1756	17.52975448
1757	17.51657774
1758	17.51012295
1759	17.50022246
1760	17.48980845
1761	17.48121516
1762	17.47418409
1763	17.46082031
1764	17.451871
1765	17.43664976
1766	17.42541113
1767	17.41749673
1768	17.40689585
1769	17.39759727
1770	17.3905631
1771	17.38156322
1772	17.37151864
1773	17.35892987
1774	17.34747518
1775	17.33544387
1776	17.32075435
1777	17.31298767
1778	17.30398883
1779	17.29379059
1780	17.27711318
1781	17.26806978
1782	17.26386686
1783	17.24959043
1784	17.24168084
1785	17.23282716
1786	17.22379847
1787	17.21240901
1788	17.20174157
1789	17.19080925
1790	17.181014
1791	17.1739501
1792	17.16300057
1793	17.15572494
1794	17.14062911
1795	17.13142796
1796	17.11467799
1797	17.10518053
1798	17.09119603
1799	17.07869059
1800	17.06963886
1801	17.06273439
1802	17.05228237
1803	17.04987201
1804	17.04093306
1805	17.03109632
1806	17.02366936
1807	17.00634628
1808	16.99589594
1809	16.98237437
1810	16.97174614
1811	16.95658213
1812	16.94798528
1813	16.93440599
1814	16.92253138
1815	16.91443213
1816	16.90411014
1817	16.89591003
1818	16.8867821
1819	16.87836516
1820	16.86946963
1821	16.85934788
1822	16.85214384
1823	16.84233117
1824	16.83014045
1825	16.81744882
1826	16.80428198
1827	16.79538742
1828	16.78905615
1829	16.78353723
1830	16.76670936
1831	16.75746188
1832	16.74765558
1833	16.74161542
1834	16.7326075
1835	16.72498222
1836	16.71617753
1837	16.70738165
1838	16.69778521
1839	16.68624755
1840	16.67781724
1841	16.66958731
1842	16.66363548
1843	16.65312479
1844	16.64853119
1845	16.63280999
1846	16.62493528
1847	16.61589952
1848	16.60749086
1849	16.59875966
1850	16.59184688
1851	16.58454455
1852	16.57156913
1853	16.55805564
1854	16.5484849
1855	16.53557933
1856	16.52926834
1857	16.52325601
1858	16.51031638
1859	16.50199314
1860	16.49129047
1861	16.48007018
1862	16.46705992
1863	16.45756603
1864	16.45191133
1865	16.4445271
1866	16.43568408
1867	16.4203687
1868	16.4143583
1869	16.40359935
1870	16.39935107
1871	16.39144498
1872	16.38560041
1873	16.37561611
1874	16.3637854
1875	16.35067418
1876	16.34189847
1877	16.33312727
1878	16.32347513
1879	16.31110945
1880	16.30298457
1881	16.29549233
1882	16.28763749
1883	16.27404061
1884	16.26670767
1885	16.25599308
1886	16.24816986
1887	16.24038748
1888	16.23203267
1889	16.22534406
1890	16.22017098
1891	16.21500033
1892	16.20542983
1893	16.19819796
1894	16.19088625
1895	16.18205915
1896	16.17172506
1897	16.15895278
1898	16.14779259
1899	16.13955236
1900	16.13118811
1901	16.12196114
1902	16.11591613
1903	16.11085921
1904	16.10308474
1905	16.09380133
1906	16.08250328
1907	16.07398859
1908	16.06482153
1909	16.05298781
1910	16.04603164
1911	16.03423191
1912	16.02745119
1913	16.01672532
1914	16.00371553
1915	15.9969924
1916	15.99091249
1917	15.98148685
1918	15.97105496
1919	15.96215031
1920	15.95402639
1921	15.95018598
1922	15.9409589
1923	15.93161687
1924	15.92680698
1925	15.91933426
1926	15.91224788
1927	15.90199
1928	15.89409253
1929	15.88600177
1930	15.87609942
1931	15.86784762
1932	15.85874312
1933	15.8512421
1934	15.83828525
1935	15.82858844
1936	15.81692359
1937	15.80794696
1938	15.80132642
1939	15.79319796
1940	15.78416306
1941	15.77445676
1942	15.76545127
1943	15.75719844
1944	15.74482081
1945	15.7375995
1946	15.72603684
1947	15.72141198
1948	15.71436677
1949	15.71187459
1950	15.70462583
1951	15.69836928
1952	15.68867522
1953	15.68170996
1954	15.6701007
1955	15.65817252
1956	15.65017699
1957	15.64158758
1958	15.63240269
1959	15.62557717
1960	15.61423959
1961	15.60341882
1962	15.59551514
1963	15.58575707
1964	15.57021008
1965	15.56404143
1966	15.55861771
1967	15.54631625
1968	15.53856766
1969	15.52633173
1970	15.51416829
1971	15.50632035
1972	15.49719044
1973	15.48892939
1974	15.4737458
1975	15.46403243
1976	15.45807767
1977	15.44883693
1978	15.44259431
1979	15.4332344
1980	15.41951756
1981	15.41101299
1982	15.40001215
1983	15.38850882
1984	15.37931661
1985	15.36807995
1986	15.35960597
1987	15.34990754
1988	15.34271072
1989	15.3329466
1990	15.32506415
1991	15.31088692
1992	15.29839136
1993	15.29067334
1994	15.28722191
1995	15.2793622
1996	15.26936368
1997	15.26068753
1998	15.25053026
1999	15.24344586
