iter	RMSE
202	80.77364525
203	80.62744944
204	80.4974269
205	80.36853874
206	80.18168611
207	79.98845319
208	79.87739534
209	79.6579478
210	79.56153548
211	79.37626487
212	79.11403703
213	78.91076838
214	78.79647603
215	78.58628047
216	78.34712537
217	78.19937141
218	78.04418082
219	77.92277883
220	77.76302623
221	77.56475421
222	77.41379548
223	77.24704673
224	77.1121637
225	76.96223276
226	76.74153143
227	76.57616004
228	76.37892557
229	76.20252065
230	75.98708853
231	75.81876813
232	75.73012864
233	75.54074403
234	75.41902768
235	75.2700183
236	75.10739147
237	74.9507593
238	74.82489501
239	74.60542492
240	74.45262999
241	74.25666111
242	74.07828822
243	73.99228913
244	73.86949658
245	73.78585291
246	73.68035386
247	73.50181004
248	73.32900043
249	73.19989979
250	73.07591042
251	72.97319381
252	72.82993428
253	72.57798659
254	72.40799524
255	72.24479459
256	72.15756331
257	72.0066333
258	71.87629522
259	71.74993632
260	71.66226622
261	71.51310733
262	71.32552695
263	71.13046997
264	70.98896196
265	70.86947324
266	70.6981014
267	70.60853606
268	70.47690113
269	70.31488365
270	70.2000865
271	70.09583147
272	69.94502771
273	69.80743415
274	69.68847642
275	69.55727972
276	69.46357485
277	69.33028692
278	69.20404262
279	69.08389526
280	68.99563679
281	68.86276604
282	68.75785217
283	68.63681065
284	68.47530003
285	68.39466292
286	68.26838918
287	68.15186959
288	68.07615861
289	67.93044051
290	67.79206253
291	67.6498973
292	67.58234709
293	67.45852956
294	67.34435616
295	67.16735762
296	67.02991501
297	66.91284264
298	66.82090606
299	66.71288649
300	66.62783847
301	66.45204935
302	66.29130867
303	66.18765687
304	66.044105
305	65.94611465
306	65.81433748
307	65.67082497
308	65.56696178
309	65.41966368
310	65.32717365
311	65.23192805
312	65.08160509
313	64.93177613
314	64.81856168
315	64.72435216
316	64.62752749
317	64.51541695
318	64.37854015
319	64.27335265
320	64.14121753
321	63.97163268
322	63.84366101
323	63.72892399
324	63.58304131
325	63.48364495
326	63.32730567
327	63.22080596
328	63.16815885
329	63.02428432
330	62.93708606
331	62.76350689
332	62.63395489
333	62.58421793
334	62.5046186
335	62.36126983
336	62.23434243
337	62.08334754
338	61.97926896
339	61.85248977
340	61.76977464
341	61.71148464
342	61.53061231
343	61.34705071
344	61.21927033
345	61.1113742
346	60.99165843
347	60.93946691
348	60.86028612
349	60.72407334
350	60.63383853
351	60.5099932
352	60.43021713
353	60.33341982
354	60.22070038
355	60.11494298
356	60.00521419
357	59.8725002
358	59.79665003
359	59.70177396
360	59.59744092
361	59.52541121
362	59.44066639
363	59.37609466
364	59.28484248
365	59.19359363
366	59.13264465
367	59.0383306
368	58.94407933
369	58.83188923
370	58.76896061
371	58.65529632
372	58.55054869
373	58.47551507
374	58.36375836
375	58.24836975
376	58.17583146
377	58.08574028
378	57.98254462
379	57.83053681
380	57.75689395
381	57.68633754
382	57.61737739
383	57.52995951
384	57.445408
385	57.34809892
386	57.27943082
387	57.20779006
388	57.08858958
389	57.00487464
390	56.91319572
391	56.80748076
392	56.72217605
393	56.64630256
394	56.54599164
395	56.46920235
396	56.36889169
397	56.27578408
398	56.20922576
399	56.14831818
400	56.06899658
401	55.96269625
402	55.86193411
403	55.7895201
404	55.69055364
405	55.59385014
406	55.52446976
407	55.42479803
408	55.33285189
409	55.22782125
410	55.14955107
411	55.0796339
412	54.97239398
413	54.8917145
414	54.81869283
415	54.72716054
416	54.62464452
417	54.55732243
418	54.46819147
419	54.38343327
420	54.32065513
421	54.24006244
422	54.13988906
423	54.04539867
424	53.97862188
425	53.87614372
426	53.81185123
427	53.74294076
428	53.61395347
429	53.51895861
430	53.4519259
431	53.35323286
432	53.31706304
433	53.23163368
434	53.16006789
435	53.05339408
436	53.02089628
437	52.95399603
438	52.87062989
439	52.78147157
440	52.74310055
441	52.62780953
442	52.53962425
443	52.49810387
444	52.39760796
445	52.36142611
446	52.2847196
447	52.18499086
448	52.10915731
449	52.03891443
450	51.94453202
451	51.84659168
452	51.7437356
453	51.67650965
454	51.60466568
455	51.50026432
456	51.39209091
457	51.34892262
458	51.31968097
459	51.25829095
460	51.22327849
461	51.15949352
462	51.08216054
463	51.01447081
464	50.9470627
465	50.88308774
466	50.81282615
467	50.78293774
468	50.72655191
469	50.61565655
470	50.53555143
471	50.45609564
472	50.40224791
473	50.31924008
474	50.22647033
475	50.1527606
476	50.08388434
477	50.00606229
478	49.96204473
479	49.90556897
480	49.81900974
481	49.72525023
482	49.64708044
483	49.57160945
484	49.4813492
485	49.422363
486	49.33969831
487	49.24460999
488	49.15148823
489	49.06855262
490	49.01160646
491	48.94532015
492	48.91884961
493	48.84146187
494	48.77424743
495	48.71876025
496	48.65614702
497	48.59675875
498	48.4986289
499	48.40268758
500	48.34591083
501	48.30177268
502	48.23172473
503	48.17520043
504	48.10631994
505	48.02753251
506	47.97342019
507	47.92450511
508	47.8616557
509	47.8108722
510	47.77438058
511	47.69566232
512	47.61995915
513	47.54193455
514	47.47883596
515	47.41140948
516	47.31125217
517	47.26440285
518	47.21200371
519	47.15962607
520	47.11068728
521	47.06134456
522	47.01553539
523	46.94483939
524	46.90499922
525	46.87459661
526	46.78586115
527	46.71927959
528	46.65527043
529	46.57999665
530	46.53279677
531	46.46135275
532	46.4170711
533	46.34654096
534	46.27455043
535	46.23090346
536	46.16632561
537	46.13045489
538	46.0830487
539	46.03943986
540	45.99373883
541	45.93111713
542	45.88788172
543	45.83900673
544	45.78709549
545	45.72393548
546	45.69067559
547	45.6302296
548	45.54757104
549	45.50823598
550	45.46269915
551	45.41871611
552	45.33977207
553	45.29924669
554	45.25239471
555	45.19297012
556	45.15301833
557	45.09388569
558	45.04846272
559	44.98633061
560	44.93899497
561	44.86168877
562	44.83171095
563	44.77528606
564	44.71118744
565	44.62161165
566	44.57225818
567	44.49822967
568	44.41205176
569	44.35362656
570	44.29988032
571	44.22834543
572	44.19658226
573	44.12532145
574	44.05075463
575	43.99996669
576	43.93843696
577	43.8897718
578	43.8192097
579	43.76002541
580	43.69913647
581	43.66180688
582	43.5932411
583	43.55010778
584	43.4755777
585	43.42766007
586	43.3723024
587	43.31717251
588	43.26363893
589	43.17500628
590	43.12211541
591	43.08122402
592	43.05853144
593	43.01029447
594	42.96187814
595	42.90543361
596	42.86310817
597	42.8168909
598	42.77493514
599	42.7153316
600	42.66842877
601	42.60406666
602	42.53662271
603	42.47772456
604	42.43004834
605	42.36878047
606	42.34121447
607	42.30165301
608	42.25705746
609	42.22629549
610	42.1946061
611	42.1754244
612	42.15057282
613	42.12266429
614	42.0911242
615	42.03830095
616	42.00241861
617	41.95873798
618	41.90410871
619	41.85248252
620	41.84030129
621	41.80740802
622	41.76140074
623	41.69516946
624	41.66475993
625	41.62826389
626	41.59815338
627	41.49400919
628	41.4548738
629	41.40030105
630	41.36100474
631	41.31724707
632	41.29108744
633	41.2361442
634	41.19910673
635	41.14337875
636	41.10878878
637	41.06743251
638	40.97688429
639	40.93594159
640	40.88486798
641	40.8417327
642	40.78080027
643	40.73475294
644	40.68761093
645	40.64287245
646	40.61692002
647	40.5631912
648	40.52276773
649	40.46201297
650	40.40317448
651	40.363093
652	40.30178689
653	40.26493928
654	40.22738236
655	40.17697237
656	40.12221407
657	40.0818683
658	40.03041025
659	39.97124991
660	39.91886608
661	39.88507134
662	39.84076254
663	39.79320711
664	39.75180159
665	39.70747318
666	39.67384658
667	39.62091974
668	39.57421471
669	39.53909245
670	39.48766294
671	39.44103729
672	39.37125841
673	39.32257622
674	39.27406571
675	39.22822143
676	39.1906865
677	39.12930493
678	39.09478856
679	39.07339314
680	39.0486646
681	39.01474385
682	38.97193952
683	38.91728567
684	38.90455462
685	38.86002404
686	38.80785382
687	38.76081151
688	38.72590283
689	38.69057402
690	38.64255753
691	38.62084559
692	38.57852314
693	38.5353161
694	38.49699159
695	38.44465549
696	38.40150948
697	38.3605092
698	38.34292267
699	38.29278267
700	38.23956921
701	38.21754495
702	38.18843333
703	38.16261569
704	38.1201553
705	38.08150809
706	38.0476595
707	38.00968654
708	37.9677934
709	37.93721876
710	37.90291603
711	37.85363832
712	37.82315878
713	37.74103191
714	37.69424702
715	37.65078983
716	37.62728756
717	37.59412814
718	37.54064888
719	37.5082133
720	37.46634984
721	37.41760792
722	37.39294499
723	37.35940284
724	37.32694324
725	37.31349096
726	37.27069368
727	37.23606395
728	37.19942853
729	37.17464804
730	37.14925371
731	37.12784313
732	37.09863946
733	37.03537476
734	37.01141231
735	36.96716377
736	36.93605973
737	36.91189326
738	36.87873071
739	36.85072431
740	36.83819985
741	36.78734032
742	36.75348244
743	36.70562383
744	36.66253053
745	36.63349234
746	36.59973481
747	36.57067442
748	36.53010571
749	36.50356685
750	36.46712411
751	36.43358014
752	36.40197299
753	36.3703818
754	36.3135822
755	36.2651076
756	36.22330997
757	36.19184824
758	36.15620769
759	36.13246681
760	36.1018354
761	36.03912589
762	35.9973405
763	35.95385049
764	35.91170447
765	35.88617186
766	35.86047053
767	35.84976812
768	35.82085717
769	35.77793938
770	35.74014126
771	35.69201805
772	35.64674155
773	35.61772667
774	35.56904538
775	35.54212765
776	35.49478946
777	35.46018281
778	35.42348675
779	35.39109983
780	35.3650957
781	35.34132334
782	35.30745886
783	35.27450046
784	35.22908211
785	35.1854554
786	35.15198566
787	35.11605191
788	35.08229715
789	35.060638
790	35.02521453
791	35.01318742
792	34.98867766
793	34.96035957
794	34.91855308
795	34.86404806
796	34.83452535
797	34.81205829
798	34.78096821
799	34.73141842
800	34.71639955
801	34.68140532
802	34.65141646
803	34.59881579
804	34.56304039
805	34.54347296
806	34.51709369
807	34.47761719
808	34.43363179
809	34.41273153
810	34.37098015
811	34.34139637
812	34.3069884
813	34.27912455
814	34.23566745
815	34.21165528
816	34.1680342
817	34.13873774
818	34.10061651
819	34.07123931
820	34.03954328
821	34.00472844
822	33.98146259
823	33.93227441
824	33.90711552
825	33.88179668
826	33.84938499
827	33.80905294
828	33.7519349
829	33.71409168
830	33.69392146
831	33.67253136
832	33.64634762
833	33.61413462
834	33.59448837
835	33.57290063
836	33.53145497
837	33.49275787
838	33.47073925
839	33.43132831
840	33.40976143
841	33.38929894
842	33.35257662
843	33.33316083
844	33.29728985
845	33.26382006
846	33.23980241
847	33.21850316
848	33.18331943
849	33.15432008
850	33.11225119
851	33.08340245
852	33.06171684
853	33.03167024
854	32.99553285
855	32.97110716
856	32.94456914
857	32.91740463
858	32.88586469
859	32.87197691
860	32.82885802
861	32.79999826
862	32.78608983
863	32.7529276
864	32.73211584
865	32.70895029
866	32.67821206
867	32.64346032
868	32.62002421
869	32.59340466
870	32.57441531
871	32.55185245
872	32.51213786
873	32.47830422
874	32.45760391
875	32.41799537
876	32.39592638
877	32.37248446
878	32.33443983
879	32.31499111
880	32.29410735
881	32.27053527
882	32.23963759
883	32.20339387
884	32.1815459
885	32.14884587
886	32.12211938
887	32.07787306
888	32.05693346
889	32.03812097
890	32.01176709
891	31.99721378
892	31.97158142
893	31.94899334
894	31.91324969
895	31.88281842
896	31.86217326
897	31.83545447
898	31.81735321
899	31.78457487
900	31.75878632
901	31.74175977
902	31.71422355
903	31.67982864
904	31.65415228
905	31.62737981
906	31.60761028
907	31.58209224
908	31.57470375
909	31.54429608
910	31.51911673
911	31.48551366
912	31.46396786
913	31.42399857
914	31.3982824
915	31.3766041
916	31.33749141
917	31.31450748
918	31.28238957
919	31.26056802
920	31.24725128
921	31.22076135
922	31.18960374
923	31.15680964
924	31.13185341
925	31.10744308
926	31.09072482
927	31.06921899
928	31.02113121
929	30.9977396
930	30.97249548
931	30.93338457
932	30.9044628
933	30.88652071
934	30.85095287
935	30.81395425
936	30.78900543
937	30.75909017
938	30.72365332
939	30.69507844
940	30.67300635
941	30.64683191
942	30.62784462
943	30.61132261
944	30.58166418
945	30.55322059
946	30.52740509
947	30.5048124
948	30.47388449
949	30.43851645
950	30.41468169
951	30.38812497
952	30.3633367
953	30.33806248
954	30.30899619
955	30.29002979
956	30.27285936
957	30.24806878
958	30.22347512
959	30.19940767
960	30.17781552
961	30.14720903
962	30.12223144
963	30.09210329
964	30.06898263
965	30.0469039
966	30.00334136
967	29.98564852
968	29.96726404
969	29.93755242
970	29.92392503
971	29.91125506
972	29.89064712
973	29.86683998
974	29.84774758
975	29.8274866
976	29.80985658
977	29.78872384
978	29.76034985
979	29.74238492
980	29.71504591
981	29.69665568
982	29.65815797
983	29.642032
984	29.6249338
985	29.59262966
986	29.56935945
987	29.54587502
988	29.50981838
989	29.49157469
990	29.46285837
991	29.44149289
992	29.40700351
993	29.3834023
994	29.3550094
995	29.32705146
996	29.2945751
997	29.26650994
998	29.23955356
999	29.22112517
1000	29.20098605
1001	29.17822424
1002	29.14951269
1003	29.12655777
1004	29.11059576
1005	29.08837744
1006	29.07156563
1007	29.0421458
1008	29.01631684
1009	28.99552692
1010	28.95788224
1011	28.91499812
1012	28.89424576
1013	28.87412042
1014	28.8599168
1015	28.82652826
1016	28.80935325
1017	28.79934497
1018	28.77867657
1019	28.76230836
1020	28.7238194
1021	28.6999811
1022	28.67474564
1023	28.6412971
1024	28.62192484
1025	28.60012495
1026	28.57772918
1027	28.54272384
1028	28.51548374
1029	28.49574207
1030	28.47208141
1031	28.45276039
1032	28.42871936
1033	28.40988642
1034	28.39262795
1035	28.37059864
1036	28.35461791
1037	28.34068383
1038	28.30260148
1039	28.28282622
1040	28.2689877
1041	28.25155033
1042	28.23764229
1043	28.22135267
1044	28.20371435
1045	28.17863404
1046	28.15985553
1047	28.14986899
1048	28.12803598
1049	28.10971658
1050	28.07726599
1051	28.06016866
1052	28.0377754
1053	28.02042811
1054	28.00620599
1055	27.98337693
1056	27.96452307
1057	27.93855518
1058	27.92462251
1059	27.91282647
1060	27.88766669
1061	27.86693633
1062	27.8439124
1063	27.82147643
1064	27.79878273
1065	27.78028837
1066	27.76479304
1067	27.739839
1068	27.71843253
1069	27.69029604
1070	27.67334794
1071	27.64941879
1072	27.63147279
1073	27.61712295
1074	27.59527516
1075	27.56391823
1076	27.54048876
1077	27.50790438
1078	27.47596478
1079	27.45275475
1080	27.4364183
1081	27.42140804
1082	27.39979301
1083	27.37913797
1084	27.36143559
1085	27.33291899
1086	27.31483794
1087	27.29326765
1088	27.27923139
1089	27.27228672
1090	27.25203939
1091	27.2199472
1092	27.20340212
1093	27.18825765
1094	27.16359661
1095	27.14349573
1096	27.12604184
1097	27.11344384
1098	27.10123545
1099	27.0813047
1100	27.04938508
1101	27.01349901
1102	26.9930818
1103	26.96819387
1104	26.94703007
1105	26.93376342
1106	26.91355147
1107	26.89707974
1108	26.8719397
1109	26.84509527
1110	26.82719717
1111	26.80607336
1112	26.78362586
1113	26.76573162
1114	26.73964463
1115	26.72341373
1116	26.7003176
1117	26.68310591
1118	26.64857285
1119	26.61518944
1120	26.59137945
1121	26.57497039
1122	26.55897864
1123	26.54983349
1124	26.53091756
1125	26.51656199
1126	26.49078765
1127	26.47433763
1128	26.45465697
1129	26.42239365
1130	26.39760798
1131	26.38075246
1132	26.35465102
1133	26.33770195
1134	26.31787094
1135	26.30619549
1136	26.27638712
1137	26.25226457
1138	26.23240844
1139	26.21309317
1140	26.19200581
1141	26.17755666
1142	26.16408767
1143	26.14377949
1144	26.12409728
1145	26.11553768
1146	26.10229963
1147	26.07491585
1148	26.059258
1149	26.04335764
1150	26.03095479
1151	26.01797419
1152	25.9988075
1153	25.98085146
1154	25.96497541
1155	25.94697887
1156	25.92645918
1157	25.90358634
1158	25.88035833
1159	25.86664869
1160	25.85513186
1161	25.8329207
1162	25.80488057
1163	25.79470199
1164	25.77559627
1165	25.76331831
1166	25.72938777
1167	25.7161953
1168	25.70345622
1169	25.6881004
1170	25.67441582
1171	25.64627495
1172	25.62899723
1173	25.61319031
1174	25.58633728
1175	25.57442632
1176	25.55838259
1177	25.54608845
1178	25.53578981
1179	25.52043761
1180	25.49755682
1181	25.46848782
1182	25.44846748
1183	25.42666126
1184	25.41371564
1185	25.39813389
1186	25.381993
1187	25.35777996
1188	25.34438248
1189	25.32815883
1190	25.29798319
1191	25.28457349
1192	25.26706243
1193	25.25178629
1194	25.22944908
1195	25.21199722
1196	25.19765121
1197	25.17583775
1198	25.15551317
1199	25.1381007
1200	25.12818182
1201	25.10788925
1202	25.08835705
1203	25.06584017
1204	25.05339044
1205	25.03515606
1206	25.0259783
1207	25.0120507
1208	24.9966417
1209	24.98604095
1210	24.96961022
1211	24.94102851
1212	24.93057583
1213	24.90663168
1214	24.88634775
1215	24.87305306
1216	24.85259571
1217	24.84009577
1218	24.8290618
1219	24.81364585
1220	24.79802912
1221	24.7860694
1222	24.76817113
1223	24.75491255
1224	24.74139074
1225	24.72577907
1226	24.70306488
1227	24.67461361
1228	24.66065187
1229	24.64333587
1230	24.61956422
1231	24.60159602
1232	24.5852806
1233	24.56471118
1234	24.5430934
1235	24.52617479
1236	24.50954808
1237	24.49199787
1238	24.46464921
1239	24.44914728
1240	24.43319623
1241	24.4186437
1242	24.40678354
1243	24.38825562
1244	24.36653398
1245	24.34575125
1246	24.33199137
1247	24.31642846
1248	24.2890246
1249	24.27527944
1250	24.26182855
1251	24.24563178
1252	24.23287455
1253	24.21843228
1254	24.18545327
1255	24.17048462
1256	24.15127001
1257	24.14010473
1258	24.1169451
1259	24.10537893
1260	24.0914797
1261	24.08019814
1262	24.07179016
1263	24.05414169
1264	24.03894014
1265	24.01500731
1266	23.98776369
1267	23.96852302
1268	23.95226898
1269	23.94014739
1270	23.92703013
1271	23.91565042
1272	23.89756433
1273	23.87605611
1274	23.85798813
1275	23.83966807
1276	23.82992406
1277	23.81645661
1278	23.79423798
1279	23.76985297
1280	23.75100701
1281	23.73095661
1282	23.71401827
1283	23.70215055
1284	23.68145765
1285	23.67021374
1286	23.65944256
1287	23.64066678
1288	23.62298103
1289	23.60590072
1290	23.58497449
1291	23.56970418
1292	23.5410445
1293	23.52220423
1294	23.50731886
1295	23.49606563
1296	23.483667
1297	23.4657804
1298	23.452092
1299	23.43681659
1300	23.41823239
1301	23.40393944
1302	23.3967398
1303	23.38273682
1304	23.36961276
1305	23.35882808
1306	23.34467693
1307	23.33097557
1308	23.31971646
1309	23.29944227
1310	23.28631773
1311	23.26766512
1312	23.25824149
1313	23.24508439
1314	23.2234085
1315	23.20699948
1316	23.18924693
1317	23.17710357
1318	23.16441798
1319	23.15255654
1320	23.14097474
1321	23.12384423
1322	23.10806778
1323	23.08893506
1324	23.06911731
1325	23.05721074
1326	23.03344978
1327	23.01795508
1328	23.01191669
1329	22.99564639
1330	22.97640531
1331	22.95805794
1332	22.93666708
1333	22.92187424
1334	22.91149984
1335	22.89459038
1336	22.86756778
1337	22.8587376
1338	22.83872467
1339	22.80701478
1340	22.79357751
1341	22.7707877
1342	22.76144282
1343	22.73907762
1344	22.72701419
1345	22.7055749
1346	22.6889294
1347	22.67348134
1348	22.66084466
1349	22.64067059
1350	22.62763098
1351	22.61877033
1352	22.60964796
1353	22.5991639
1354	22.57648129
1355	22.56280337
1356	22.55493301
1357	22.54145062
1358	22.52295003
1359	22.51148713
1360	22.4937762
1361	22.4709709
1362	22.45257391
1363	22.42875632
1364	22.41405507
1365	22.40057863
1366	22.39044284
1367	22.36868608
1368	22.3529695
1369	22.33587132
1370	22.3235838
1371	22.29920157
1372	22.28246926
1373	22.26848922
1374	22.25027978
1375	22.23451381
1376	22.2268003
1377	22.21015673
1378	22.19466552
1379	22.17689612
1380	22.16047648
1381	22.152672
1382	22.13537565
1383	22.12830388
1384	22.10999843
1385	22.10010308
1386	22.08482432
1387	22.07359027
1388	22.05499239
1389	22.03929033
1390	22.02013499
1391	22.00861699
1392	21.99583316
1393	21.96997735
1394	21.94936905
1395	21.93782553
1396	21.92288483
1397	21.9103996
1398	21.89523515
1399	21.87428285
1400	21.86434754
1401	21.85274907
1402	21.83775847
1403	21.82657203
1404	21.81580197
1405	21.80417475
1406	21.79665679
1407	21.7827425
1408	21.77035088
1409	21.75279654
1410	21.74216353
1411	21.72653378
1412	21.7111893
1413	21.69687189
1414	21.68083667
1415	21.66302053
1416	21.65139723
1417	21.6408582
1418	21.62636986
1419	21.61319826
1420	21.60166882
1421	21.58461588
1422	21.56325499
1423	21.55242488
1424	21.53789203
1425	21.5261736
1426	21.51467683
1427	21.49881278
1428	21.48242124
1429	21.46189072
1430	21.44656038
1431	21.43558232
1432	21.41877612
1433	21.40529501
1434	21.39010173
1435	21.38015673
1436	21.35835167
1437	21.34489009
1438	21.33223201
1439	21.31975134
1440	21.30441029
1441	21.28885284
1442	21.27820696
1443	21.26684775
1444	21.25198797
1445	21.23710309
1446	21.22057464
1447	21.19706213
1448	21.18581896
1449	21.17624651
1450	21.16427808
1451	21.1531407
1452	21.14167508
1453	21.12674105
1454	21.11560939
1455	21.10418462
1456	21.08843968
1457	21.08063154
1458	21.06561371
1459	21.05832536
1460	21.04432106
1461	21.03800941
1462	21.02407767
1463	21.00717893
1464	20.98939919
1465	20.97817962
1466	20.96377988
1467	20.95509646
1468	20.93987422
1469	20.92531861
1470	20.91136045
1471	20.89882502
1472	20.88723672
1473	20.87521048
1474	20.86691493
1475	20.85438365
1476	20.84107848
1477	20.8194105
1478	20.80851801
1479	20.79946658
1480	20.77948074
1481	20.7676237
1482	20.75623409
1483	20.74178509
1484	20.73158695
1485	20.71741886
1486	20.71074909
1487	20.69923797
1488	20.68484009
1489	20.6722975
1490	20.65875885
1491	20.64818495
1492	20.62682779
1493	20.61638925
1494	20.60214996
1495	20.59302509
1496	20.57953592
1497	20.56049365
1498	20.54516592
1499	20.53435134
1500	20.52427719
1501	20.51011587
1502	20.49720041
1503	20.47483793
1504	20.46658409
1505	20.44857973
1506	20.43485379
1507	20.42292618
1508	20.41282913
1509	20.40215324
1510	20.38115633
1511	20.36625979
1512	20.35821818
1513	20.34756619
1514	20.33704203
1515	20.32301457
1516	20.31295124
1517	20.29819443
1518	20.28694842
1519	20.27291102
1520	20.25696365
1521	20.23696685
1522	20.22160271
1523	20.210769
1524	20.2042844
1525	20.19148313
1526	20.17738489
1527	20.16319757
1528	20.15127476
1529	20.13522641
1530	20.12621133
1531	20.11439237
1532	20.09964937
1533	20.08938493
1534	20.0731757
1535	20.06076312
1536	20.04578199
1537	20.0373382
1538	20.02485876
1539	20.00644286
1540	19.99749908
1541	19.98110731
1542	19.97403757
1543	19.96350824
1544	19.95262322
1545	19.94293861
1546	19.93378963
1547	19.9209626
1548	19.90897213
1549	19.89761402
1550	19.87738469
1551	19.86936406
1552	19.84926705
1553	19.83176693
1554	19.81355459
1555	19.80390023
1556	19.78447454
1557	19.77468408
1558	19.76001455
1559	19.75152601
1560	19.74419592
1561	19.73484883
1562	19.72344941
1563	19.70259601
1564	19.68813032
1565	19.67524361
1566	19.66173394
1567	19.65278551
1568	19.64501447
1569	19.63580379
1570	19.62361411
1571	19.61391591
1572	19.60170643
1573	19.59395942
1574	19.57924421
1575	19.5745591
1576	19.56281224
1577	19.55204548
1578	19.54088557
1579	19.52712844
1580	19.51371722
1581	19.50324985
1582	19.4951805
1583	19.48326366
1584	19.47192517
1585	19.46227384
1586	19.44872801
1587	19.43250122
1588	19.41731292
1589	19.40504525
1590	19.3955918
1591	19.37964571
1592	19.36342441
1593	19.3555814
1594	19.3479133
1595	19.32559925
1596	19.31078836
1597	19.29560319
1598	19.28859701
1599	19.28069263
1600	19.26837154
1601	19.26108938
1602	19.24512253
1603	19.23764175
1604	19.22176224
1605	19.21257183
1606	19.20035614
1607	19.18845548
1608	19.1744467
1609	19.16530172
1610	19.15436752
1611	19.14031632
1612	19.1309455
1613	19.12063236
1614	19.10390636
1615	19.091284
1616	19.07703328
1617	19.07068689
1618	19.06025702
1619	19.05205388
1620	19.04184874
1621	19.03540372
1622	19.02232598
1623	19.01503647
1624	19.00526959
1625	18.9935066
1626	18.98370753
1627	18.97216828
1628	18.96498596
1629	18.95593341
1630	18.94537371
1631	18.93394907
1632	18.92238958
1633	18.90328537
1634	18.8878191
1635	18.8765977
1636	18.86417756
1637	18.85037502
1638	18.84194051
1639	18.83497048
1640	18.82725181
1641	18.81547407
1642	18.80146089
1643	18.79182774
1644	18.7816775
1645	18.77095998
1646	18.76436457
1647	18.75487388
1648	18.74244939
1649	18.73526703
1650	18.72616559
1651	18.70914338
1652	18.69765876
1653	18.68503213
1654	18.66925176
1655	18.65628948
1656	18.64559599
1657	18.63526452
1658	18.62928247
1659	18.61315013
1660	18.60145623
1661	18.59242837
1662	18.58314119
1663	18.57310461
1664	18.56036975
1665	18.55053425
1666	18.54291466
1667	18.53432428
